#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CTSC	LAMP1	9606.ENSP00000227266	9606.ENSP00000333298	0	0	0	0	0.141	0.094	0	0.448	0.533
CTSC	HLA-DRA	9606.ENSP00000227266	9606.ENSP00000378786	0	0	0	0	0.131	0	0.400	0.224	0.560
CTSO	GRN	9606.ENSP00000414904	9606.ENSP00000053867	0	0	0	0	0.142	0.534	0	0.155	0.633
CTSO	HLA-DRB1	9606.ENSP00000414904	9606.ENSP00000353099	0	0	0	0	0.097	0.045	0.400	0.053	0.444
CTSO	HLA-DRB5	9606.ENSP00000414904	9606.ENSP00000364114	0	0	0	0	0.065	0.045	0.400	0.053	0.424
CTSO	HLA-DRA	9606.ENSP00000414904	9606.ENSP00000378786	0	0	0	0	0.134	0	0.400	0	0.458
CX3CR1	TGFB1	9606.ENSP00000351059	9606.ENSP00000221930	0	0	0	0	0	0.069	0	0.476	0.491
CX3CR1	SPI1	9606.ENSP00000351059	9606.ENSP00000227163	0	0	0	0	0.223	0	0	0.507	0.600
CX3CR1	SELPLG	9606.ENSP00000351059	9606.ENSP00000228463	0	0	0	0	0.138	0.049	0	0.431	0.492
CX3CR1	SALL1	9606.ENSP00000351059	9606.ENSP00000251020	0	0	0	0	0.049	0	0	0.521	0.525
CX3CR1	GFAP	9606.ENSP00000351059	9606.ENSP00000253408	0	0	0	0	0.044	0	0	0.607	0.608
CX3CR1	TYROBP	9606.ENSP00000351059	9606.ENSP00000262629	0	0	0	0	0.208	0	0	0.725	0.773
CX3CR1	IRF8	9606.ENSP00000351059	9606.ENSP00000268638	0	0	0	0	0.122	0	0	0.543	0.581
CX3CR1	CXCL16	9606.ENSP00000351059	9606.ENSP00000293778	0	0	0	0	0	0	0.650	0.926	0.972
CX3CR1	P2RY12	9606.ENSP00000351059	9606.ENSP00000307259	0	0	0	0.607	0.201	0	0	0.550	0.625
CX3CR1	HAVCR2	9606.ENSP00000351059	9606.ENSP00000312002	0	0	0	0	0.087	0.091	0	0.431	0.486
CX3CR1	P2RY13	9606.ENSP00000351059	9606.ENSP00000320376	0	0	0	0.588	0.234	0	0	0.499	0.600
CX3CR1	OLFML3	9606.ENSP00000351059	9606.ENSP00000322273	0	0	0	0	0.042	0	0	0.486	0.487
CX3CR1	S1PR5	9606.ENSP00000351059	9606.ENSP00000328472	0	0	0	0	0.183	0	0	0.435	0.518
CX3CR1	MOG	9606.ENSP00000351059	9606.ENSP00000366091	0	0	0	0	0.046	0	0	0.401	0.404
CX3CR1	ENTPD1	9606.ENSP00000351059	9606.ENSP00000360250	0	0	0	0	0.071	0	0	0.399	0.418
CX3CR1	GPSM3	9606.ENSP00000351059	9606.ENSP00000364183	0	0	0	0	0.086	0	0.400	0.069	0.444
CX3CR1	CYBB	9606.ENSP00000351059	9606.ENSP00000367851	0	0	0	0	0.233	0	0	0.374	0.499
CX3CR1	ITGB2	9606.ENSP00000351059	9606.ENSP00000380948	0	0	0	0	0.203	0	0	0.447	0.540
CX3CR1	FCGR1A	9606.ENSP00000351059	9606.ENSP00000358165	0	0	0	0	0.163	0.098	0	0.662	0.722
CX3CR1	ITGAX	9606.ENSP00000351059	9606.ENSP00000454623	0	0	0	0	0.085	0	0	0.720	0.732
CX3CR1	PTPRC	9606.ENSP00000351059	9606.ENSP00000411355	0	0	0	0	0.156	0	0	0.717	0.750
CX3CR1	TREM2	9606.ENSP00000351059	9606.ENSP00000362205	0	0	0	0	0.136	0	0	0.742	0.767
CX3CR1	FCGR3A	9606.ENSP00000351059	9606.ENSP00000356946	0	0	0	0	0.177	0	0	0.732	0.770
CX3CR1	TMEM119	9606.ENSP00000351059	9606.ENSP00000376553	0	0	0	0	0.087	0	0	0.779	0.790
CX3CR1	ITGAM	9606.ENSP00000351059	9606.ENSP00000496959	0	0	0	0	0.214	0	0	0.789	0.827
CXCL16	TGFB1	9606.ENSP00000293778	9606.ENSP00000221930	0	0	0	0	0.042	0	0	0.430	0.430
CXCL16	CYBA	9606.ENSP00000293778	9606.ENSP00000261623	0	0	0	0	0.127	0	0	0.414	0.467
CXCL16	IRF8	9606.ENSP00000293778	9606.ENSP00000268638	0	0	0	0	0.074	0	0	0.509	0.525
CXCL16	PTPRC	9606.ENSP00000293778	9606.ENSP00000411355	0	0	0	0	0.074	0	0	0.394	0.415
CXCL16	FCGR3A	9606.ENSP00000293778	9606.ENSP00000356946	0	0	0	0	0.121	0	0	0.370	0.422
CXCL16	GPSM3	9606.ENSP00000293778	9606.ENSP00000364183	0	0	0	0	0.082	0	0.400	0	0.425
CXCL16	OLR1	9606.ENSP00000293778	9606.ENSP00000309124	0	0	0	0	0.068	0	0	0.435	0.450
CXCL16	ITGAM	9606.ENSP00000293778	9606.ENSP00000496959	0	0	0	0	0.109	0	0	0.419	0.460
CXCL16	ITGB2	9606.ENSP00000293778	9606.ENSP00000380948	0	0	0	0	0.122	0	0	0.458	0.504
CXCL16	ITGAX	9606.ENSP00000293778	9606.ENSP00000454623	0	0	0	0	0.147	0	0	0.537	0.588
CYB561A3	CYB561D2	9606.ENSP00000389745	9606.ENSP00000391209	0	0	0	0	0.064	0	0	0.571	0.581
CYB5R2	DPYSL5	9606.ENSP00000437041	9606.ENSP00000288699	0.057	0	0	0	0.372	0	0.248	0.134	0.562
CYB5R2	DPYSL3	9606.ENSP00000437041	9606.ENSP00000343690	0.057	0	0	0	0.373	0	0.248	0.134	0.564
CYB5R2	SCD	9606.ENSP00000437041	9606.ENSP00000359380	0	0	0	0	0.051	0	0	0.818	0.820
CYBA	MMP2	9606.ENSP00000261623	9606.ENSP00000219070	0	0	0	0	0.044	0	0.900	0.516	0.949
CYBA	TGFB1	9606.ENSP00000261623	9606.ENSP00000221930	0	0	0	0	0.161	0	0	0.413	0.486
CYBA	PLEKHG3	9606.ENSP00000261623	9606.ENSP00000247226	0	0	0	0	0	0	0.400	0	0.400
CYBA	PXDN	9606.ENSP00000261623	9606.ENSP00000252804	0	0	0	0	0.056	0	0	0.438	0.447
CYBA	LAMP2	9606.ENSP00000261623	9606.ENSP00000408411	0	0	0	0	0.074	0	0	0.405	0.426
CYBA	PLD1	9606.ENSP00000261623	9606.ENSP00000342793	0	0	0	0	0.068	0	0.400	0.090	0.446
CYBA	MAOB	9606.ENSP00000261623	9606.ENSP00000367309	0	0	0	0	0	0	0	0.465	0.465
CYBA	ITGB2	9606.ENSP00000261623	9606.ENSP00000380948	0	0	0	0	0.248	0	0	0.323	0.470
CYBA	TYROBP	9606.ENSP00000261623	9606.ENSP00000262629	0	0	0	0	0.370	0	0	0.200	0.475
CYBA	LAMP1	9606.ENSP00000261623	9606.ENSP00000333298	0	0	0	0	0.079	0	0	0.455	0.476
CYBA	IRF8	9606.ENSP00000261623	9606.ENSP00000268638	0	0	0	0	0.149	0.045	0	0.532	0.587
CYBA	CYBB	9606.ENSP00000261623	9606.ENSP00000367851	0	0	0	0	0.170	0.918	0.900	0.999	0.999
CYBB	LCP2	9606.ENSP00000367851	9606.ENSP00000046794	0	0	0	0	0.380	0.046	0	0.188	0.478
CYBB	MMP2	9606.ENSP00000367851	9606.ENSP00000219070	0	0	0	0	0.069	0	0.900	0.581	0.957
CYBB	TGFB1	9606.ENSP00000367851	9606.ENSP00000221930	0	0	0	0	0.133	0	0	0.554	0.597
CYBB	SPI1	9606.ENSP00000367851	9606.ENSP00000227163	0	0	0	0	0.513	0	0	0.322	0.655
CYBB	PLEKHG3	9606.ENSP00000367851	9606.ENSP00000247226	0	0	0	0	0	0	0.400	0	0.400
CYBB	PXDN	9606.ENSP00000367851	9606.ENSP00000252804	0	0	0	0	0.055	0.053	0	0.610	0.621
CYBB	TYROBP	9606.ENSP00000367851	9606.ENSP00000262629	0	0	0	0	0.519	0	0	0.306	0.652
CYBB	IGSF6	9606.ENSP00000367851	9606.ENSP00000268389	0	0	0	0	0.392	0	0	0.114	0.438
CYBB	IRF8	9606.ENSP00000367851	9606.ENSP00000268638	0	0	0	0	0.391	0	0	0.657	0.782
CYBB	FCER1G	9606.ENSP00000367851	9606.ENSP00000289902	0	0	0	0	0.470	0	0	0.532	0.741
CYBB	LAPTM5	9606.ENSP00000367851	9606.ENSP00000294507	0	0	0	0	0.433	0	0	0.488	0.697
CYBB	MS4A7	9606.ENSP00000367851	9606.ENSP00000300184	0	0	0	0	0.495	0	0	0	0.495
CYBB	OLR1	9606.ENSP00000367851	9606.ENSP00000309124	0	0	0	0	0.093	0	0	0.476	0.505
CYBB	HCLS1	9606.ENSP00000367851	9606.ENSP00000320176	0	0	0	0	0.348	0.046	0	0.443	0.623
CYBB	WDFY4	9606.ENSP00000367851	9606.ENSP00000320563	0	0	0	0	0.356	0	0	0.133	0.418
CYBB	LAMP1	9606.ENSP00000367851	9606.ENSP00000333298	0	0	0	0	0.055	0	0	0.561	0.567
CYBB	NLRP3	9606.ENSP00000367851	9606.ENSP00000337383	0	0	0	0	0.156	0.059	0	0.507	0.574
CYBB	PLD1	9606.ENSP00000367851	9606.ENSP00000342793	0	0	0	0	0.068	0	0.400	0.076	0.439
CYBB	HVCN1	9606.ENSP00000367851	9606.ENSP00000349181	0	0	0	0	0.151	0	0	0.460	0.522
CYBB	HLA-DRB1	9606.ENSP00000367851	9606.ENSP00000353099	0	0	0	0	0.202	0.045	0	0.387	0.492
CYBB	IFNGR1	9606.ENSP00000367851	9606.ENSP00000356713	0	0	0	0	0.142	0	0	0.411	0.473
CYBB	FCGR3A	9606.ENSP00000367851	9606.ENSP00000356946	0	0	0	0	0.369	0	0	0.348	0.571
CYBB	FCGR1A	9606.ENSP00000367851	9606.ENSP00000358165	0	0	0	0	0.279	0	0	0.297	0.472
CYBB	TREM2	9606.ENSP00000367851	9606.ENSP00000362205	0	0	0	0	0.128	0	0	0.377	0.434
CYBB	SYK	9606.ENSP00000367851	9606.ENSP00000364898	0	0	0	0	0.284	0.063	0	0.405	0.566
CYBB	MAOB	9606.ENSP00000367851	9606.ENSP00000367309	0	0	0	0	0.064	0	0	0.458	0.471
CYBB	DOCK8	9606.ENSP00000367851	9606.ENSP00000394888	0	0	0	0	0.224	0	0	0.278	0.416
CYBB	DOCK2	9606.ENSP00000367851	9606.ENSP00000429283	0	0	0	0	0.268	0	0	0.244	0.423
CYBB	HLA-DMB	9606.ENSP00000367851	9606.ENSP00000398890	0	0	0	0	0.353	0.045	0	0.157	0.433
CYBB	PTAFR	9606.ENSP00000367851	9606.ENSP00000442658	0	0	0	0	0.322	0	0	0.220	0.449
CYBB	FYB1	9606.ENSP00000367851	9606.ENSP00000493623	0	0	0	0	0.436	0	0	0.117	0.481
CYBB	ITGAX	9606.ENSP00000367851	9606.ENSP00000454623	0	0	0	0	0.265	0	0	0.390	0.533
CYBB	LAMP2	9606.ENSP00000367851	9606.ENSP00000408411	0	0	0	0	0.122	0	0	0.498	0.540
CYBB	HLA-DRA	9606.ENSP00000367851	9606.ENSP00000378786	0	0	0	0	0.365	0	0	0.348	0.568
CYBB	PTPRC	9606.ENSP00000367851	9606.ENSP00000411355	0	0	0	0	0.403	0	0	0.430	0.645
CYBB	NOS1	9606.ENSP00000367851	9606.ENSP00000477999	0	0	0	0	0	0	0	0.700	0.700
CYBB	ITGAM	9606.ENSP00000367851	9606.ENSP00000496959	0	0	0	0	0.492	0	0	0.581	0.778
CYBB	ITGB2	9606.ENSP00000367851	9606.ENSP00000380948	0	0	0	0	0.512	0	0	0.638	0.816
CYFIP1	PLEKHG3	9606.ENSP00000481038	9606.ENSP00000247226	0	0	0	0	0	0	0.400	0.082	0.425
CYFIP1	NCKAP1L	9606.ENSP00000481038	9606.ENSP00000293373	0	0	0	0	0.345	0.791	0.800	0.994	0.999
CYFIP1	MKRN3	9606.ENSP00000481038	9606.ENSP00000313881	0	0	0	0	0	0	0	0.479	0.479
CYFIP1	RHOG	9606.ENSP00000481038	9606.ENSP00000339467	0	0	0	0	0.067	0.172	0.500	0.065	0.591
CYFIP1	NLGN3	9606.ENSP00000481038	9606.ENSP00000351591	0	0	0	0	0	0.046	0	0.470	0.473
CYFIP1	FCGR3A	9606.ENSP00000481038	9606.ENSP00000356946	0	0	0	0	0	0	0.500	0	0.499
CYFIP1	YBX1	9606.ENSP00000481038	9606.ENSP00000361626	0	0	0	0	0.042	0	0	0.675	0.675
CYFIP1	SYK	9606.ENSP00000481038	9606.ENSP00000364898	0	0	0	0	0.056	0.052	0.500	0.043	0.514
CYFIP1	SHB	9606.ENSP00000481038	9606.ENSP00000366936	0	0	0	0	0.067	0	0.500	0	0.513
CYFIP1	WIPF1	9606.ENSP00000481038	9606.ENSP00000376330	0	0	0	0	0.049	0	0.400	0.207	0.508
CYFIP1	DISC1	9606.ENSP00000481038	9606.ENSP00000403888	0	0	0	0	0	0.046	0	0.609	0.611
CYFIP1	DOCK2	9606.ENSP00000481038	9606.ENSP00000429283	0	0	0	0	0.081	0	0.400	0.117	0.471
CYP2J2	PTGS1	9606.ENSP00000360247	9606.ENSP00000354612	0	0	0	0	0.056	0	0.900	0.148	0.912
CYP2J2	TBXAS1	9606.ENSP00000360247	9606.ENSP00000389414	0	0	0.233	0.606	0.074	0.076	0.098	0.190	0.434
CYP7B1	FA2H	9606.ENSP00000310721	9606.ENSP00000219368	0	0	0	0	0.074	0.093	0	0.541	0.581
CYP7B1	SREBF1	9606.ENSP00000310721	9606.ENSP00000348069	0	0	0	0	0.053	0	0	0.417	0.425
CYP7B1	LBR	9606.ENSP00000310721	9606.ENSP00000339883	0	0	0	0	0.089	0.300	0.209	0.160	0.519
CYP7B1	GJC2	9606.ENSP00000310721	9606.ENSP00000355675	0	0	0	0	0	0	0	0.544	0.544
CYP7B1	SCD	9606.ENSP00000310721	9606.ENSP00000359380	0	0	0	0	0.111	0.091	0	0.597	0.646
CYP7B1	FAXDC2	9606.ENSP00000310721	9606.ENSP00000320604	0	0	0	0	0.388	0.414	0.099	0.192	0.704
CYP7B1	LSS	9606.ENSP00000310721	9606.ENSP00000380837	0	0	0	0	0.192	0.528	0.318	0.364	0.812
CYTH1	CYTH4	9606.ENSP00000389095	9606.ENSP00000248901	0	0	0.054	0.973	0.126	0	0.500	0.062	0.560
CYTH1	PIK3C2B	9606.ENSP00000389095	9606.ENSP00000356155	0	0	0	0	0.088	0	0.650	0	0.667
CYTH1	ITGB2	9606.ENSP00000389095	9606.ENSP00000380948	0	0	0	0	0.183	0.653	0	0.851	0.954
CYTH1	FRMD4B	9606.ENSP00000389095	9606.ENSP00000381549	0	0	0	0	0.049	0.267	0	0.855	0.890
CYTH4	SPI1	9606.ENSP00000248901	9606.ENSP00000227163	0	0	0	0	0.476	0	0	0	0.476
CYTH4	HCLS1	9606.ENSP00000248901	9606.ENSP00000320176	0	0	0	0	0.381	0.046	0	0.081	0.410
CYTH4	LST1	9606.ENSP00000248901	9606.ENSP00000365261	0	0	0	0	0.335	0	0	0.167	0.422
CYTH4	ITGAX	9606.ENSP00000248901	9606.ENSP00000454623	0	0	0	0	0.430	0	0	0	0.430
CYTH4	LAPTM5	9606.ENSP00000248901	9606.ENSP00000294507	0	0	0	0	0.397	0	0	0.103	0.436
CYTH4	ZNF3	9606.ENSP00000248901	9606.ENSP00000306372	0	0	0	0	0	0	0	0.441	0.441
CYTH4	DOCK2	9606.ENSP00000248901	9606.ENSP00000429283	0	0	0	0	0.333	0	0	0.222	0.460
CYTH4	PARVG	9606.ENSP00000248901	9606.ENSP00000391583	0	0	0	0	0.450	0	0	0.064	0.463
CYTH4	NCKAP1L	9606.ENSP00000248901	9606.ENSP00000293373	0	0	0	0	0.327	0	0	0.430	0.600
CYTH4	MYO1F	9606.ENSP00000248901	9606.ENSP00000494550	0	0	0	0	0.595	0	0	0.119	0.628
CYTH4	ITGB2	9606.ENSP00000248901	9606.ENSP00000380948	0	0	0	0	0.455	0	0	0.396	0.657
CYTH4	PIK3C2B	9606.ENSP00000248901	9606.ENSP00000356155	0	0	0	0	0.072	0	0.650	0	0.661
CYTH4	FRMD4B	9606.ENSP00000248901	9606.ENSP00000381549	0	0	0	0	0.060	0.114	0	0.629	0.664
DAAM2	VANGL2	9606.ENSP00000381876	9606.ENSP00000357040	0	0	0	0	0.062	0.071	0	0.414	0.445
DAGLB	FAAH	9606.ENSP00000297056	9606.ENSP00000243167	0	0	0	0	0	0	0	0.848	0.848
DAPK2	UNC5B	9606.ENSP00000484390	9606.ENSP00000334329	0	0	0	0	0.042	0.084	0.500	0.573	0.787
DBR1	HLA-DRB1	9606.ENSP00000260803	9606.ENSP00000353099	0	0	0	0	0	0	0	0.419	0.419
DBR1	UBIAD1	9606.ENSP00000260803	9606.ENSP00000366006	0	0	0	0	0.475	0	0	0	0.475
DDAH2	NOS1	9606.ENSP00000364949	9606.ENSP00000477999	0	0	0	0	0	0	0	0.591	0.591
DDR1	FGFR2	9606.ENSP00000427552	9606.ENSP00000410294	0	0	0	0.614	0.110	0.069	0	0.406	0.465
DDX11	MCM5	9606.ENSP00000440402	9606.ENSP00000216122	0	0.130	0	0	0.254	0.103	0	0.315	0.548
DDX11	REC8	9606.ENSP00000440402	9606.ENSP00000482546	0	0	0	0	0.073	0.315	0	0.241	0.476
DEPTOR	NPC2	9606.ENSP00000286234	9606.ENSP00000451206	0	0	0	0	0	0	0	0.405	0.405
DEPTOR	TFEB	9606.ENSP00000286234	9606.ENSP00000351742	0	0	0	0	0	0	0	0.416	0.416
DEPTOR	RPS6KA1	9606.ENSP00000286234	9606.ENSP00000435412	0	0	0	0	0	0.292	0	0.505	0.634
DEPTOR	SGK1	9606.ENSP00000286234	9606.ENSP00000356832	0	0	0	0	0	0	0	0.834	0.834
DEPTOR	PRR5L	9606.ENSP00000286234	9606.ENSP00000368144	0	0	0	0	0	0	0	0.963	0.963
DGKD	GPD1	9606.ENSP00000264057	9606.ENSP00000301149	0	0	0	0	0	0	0.600	0.145	0.643
DGKD	PLD4	9606.ENSP00000264057	9606.ENSP00000438677	0	0	0	0	0	0	0.650	0.082	0.664
DGKD	PLCD1	9606.ENSP00000264057	9606.ENSP00000430344	0	0	0	0	0.060	0	0.650	0.069	0.666
DGKD	PLD1	9606.ENSP00000264057	9606.ENSP00000342793	0	0	0	0	0	0	0.650	0.114	0.676
DHFR2	PDPR	9606.ENSP00000319170	9606.ENSP00000288050	0.045	0	0	0	0.056	0	0.414	0.206	0.524
DHFR2	SHMT1	9606.ENSP00000319170	9606.ENSP00000318868	0.110	0	0	0	0.087	0	0.956	0.814	0.992
DHFR2	H6PD	9606.ENSP00000319170	9606.ENSP00000473348	0	0	0	0	0.108	0	0	0.535	0.568
DISC1	OLIG2	9606.ENSP00000403888	9606.ENSP00000331040	0	0	0	0	0	0	0	0.669	0.669
DISC1	DPYSL3	9606.ENSP00000403888	9606.ENSP00000343690	0	0	0	0	0	0.342	0	0.126	0.400
DISC1	NLGN3	9606.ENSP00000403888	9606.ENSP00000351591	0	0	0	0	0.061	0	0	0.401	0.414
DISC1	NDE1	9606.ENSP00000403888	9606.ENSP00000379643	0	0	0	0	0.042	0.534	0.360	0.997	0.999
DLL3	OLIG2	9606.ENSP00000205143	9606.ENSP00000331040	0	0	0	0	0.072	0	0	0.418	0.437
DLL3	NCSTN	9606.ENSP00000205143	9606.ENSP00000294785	0	0	0	0	0	0.076	0	0.435	0.456
DLL3	MAML3	9606.ENSP00000205143	9606.ENSP00000421180	0	0	0	0	0	0.071	0	0.661	0.671
DNASE2	RNASET2	9606.ENSP00000222219	9606.ENSP00000426455	0	0	0	0	0.075	0	0	0.387	0.409
DNASE2	STING1	9606.ENSP00000222219	9606.ENSP00000498596	0	0	0	0	0.068	0	0	0.454	0.470
DNER	DPYSL5	9606.ENSP00000345229	9606.ENSP00000288699	0	0	0	0	0.110	0.075	0	0.694	0.726
DNER	NCSTN	9606.ENSP00000345229	9606.ENSP00000294785	0	0	0	0	0	0.317	0.400	0.179	0.634
DNER	PSEN1	9606.ENSP00000345229	9606.ENSP00000326366	0	0	0	0	0	0.331	0.400	0.492	0.778
DNER	SOX1	9606.ENSP00000345229	9606.ENSP00000330218	0	0	0	0	0.128	0.050	0	0.601	0.641
DNER	MOG	9606.ENSP00000345229	9606.ENSP00000366091	0	0	0	0	0.084	0.071	0	0.368	0.415
DNER	PTPRZ1	9606.ENSP00000345229	9606.ENSP00000377047	0	0	0	0	0.180	0.106	0	0.273	0.421
DNER	HOMER3	9606.ENSP00000345229	9606.ENSP00000439937	0	0	0	0	0	0.051	0	0.579	0.584
DNMT3A	SPI1	9606.ENSP00000264709	9606.ENSP00000227163	0	0	0	0	0.042	0.292	0	0.917	0.939
DNMT3A	PXDN	9606.ENSP00000264709	9606.ENSP00000252804	0	0	0	0	0.049	0	0	0.407	0.412
DNMT3A	MEIS1	9606.ENSP00000264709	9606.ENSP00000272369	0	0	0	0	0	0	0	0.431	0.431
DNMT3A	H2AC6	9606.ENSP00000264709	9606.ENSP00000367022	0	0	0	0	0.054	0	0.500	0	0.506
DNMT3A	PHF19	9606.ENSP00000264709	9606.ENSP00000483946	0	0	0	0	0.057	0	0.500	0.205	0.592
DNMT3A	NKX6-2	9606.ENSP00000264709	9606.ENSP00000357581	0	0	0	0	0	0	0	0.640	0.640
DNMT3A	H2BC21	9606.ENSP00000264709	9606.ENSP00000358151	0	0	0	0	0.059	0	0.500	0.507	0.747
DNMT3A	NKX2-2	9606.ENSP00000264709	9606.ENSP00000366347	0	0	0	0	0	0	0	0.865	0.865
DOCK10	RHOG	9606.ENSP00000493664	9606.ENSP00000339467	0	0	0	0	0.079	0.184	0	0.375	0.490
DOCK10	DOCK2	9606.ENSP00000493664	9606.ENSP00000429283	0	0	0	0.547	0.198	0	0	0.400	0.498
DOCK2	LCP2	9606.ENSP00000429283	9606.ENSP00000046794	0	0	0	0	0.459	0.068	0	0.633	0.799
DOCK2	SPI1	9606.ENSP00000429283	9606.ENSP00000227163	0	0	0	0	0.329	0	0	0.148	0.404
DOCK2	NCKAP1L	9606.ENSP00000429283	9606.ENSP00000293373	0	0	0	0	0.477	0	0	0.512	0.734
DOCK2	LAPTM5	9606.ENSP00000429283	9606.ENSP00000294507	0	0	0	0	0.475	0	0	0.311	0.623
DOCK2	HCLS1	9606.ENSP00000429283	9606.ENSP00000320176	0	0	0	0	0.521	0.068	0	0.201	0.612
DOCK2	SLC9A9	9606.ENSP00000429283	9606.ENSP00000320246	0	0	0	0	0.130	0	0	0.354	0.414
DOCK2	WDFY4	9606.ENSP00000429283	9606.ENSP00000320563	0	0	0	0	0.417	0	0	0.145	0.480
DOCK2	RHOG	9606.ENSP00000429283	9606.ENSP00000339467	0	0	0	0	0.144	0.284	0.500	0.453	0.810
DOCK2	SYK	9606.ENSP00000429283	9606.ENSP00000364898	0	0	0	0	0.183	0.063	0	0.289	0.408
DOCK2	WIPF1	9606.ENSP00000429283	9606.ENSP00000376330	0	0	0	0	0.208	0	0	0.356	0.468
DOCK2	ITGB2	9606.ENSP00000429283	9606.ENSP00000380948	0	0	0	0	0.497	0	0	0.367	0.668
DOCK2	LCP1	9606.ENSP00000429283	9606.ENSP00000381581	0	0	0	0	0.437	0	0	0.095	0.469
DOCK2	PARVG	9606.ENSP00000429283	9606.ENSP00000391583	0	0	0	0	0.439	0	0	0.070	0.456
DOCK2	DOCK8	9606.ENSP00000429283	9606.ENSP00000394888	0	0	0	0.547	0.253	0	0	0.408	0.539
DOCK2	PTPRC	9606.ENSP00000429283	9606.ENSP00000411355	0	0	0	0	0.558	0	0	0.309	0.682
DOCK2	ITGAM	9606.ENSP00000429283	9606.ENSP00000496959	0	0	0	0	0.287	0	0	0.211	0.414
DOCK2	IRAK4	9606.ENSP00000429283	9606.ENSP00000479889	0	0	0	0	0.060	0.045	0	0.490	0.502
DOCK2	MYO1F	9606.ENSP00000429283	9606.ENSP00000494550	0	0	0	0	0.293	0	0	0.488	0.623
DOCK2	FYB1	9606.ENSP00000429283	9606.ENSP00000493623	0	0	0	0	0.320	0.294	0	0.334	0.653
DOCK8	LCP2	9606.ENSP00000394888	9606.ENSP00000046794	0	0	0	0	0.313	0	0	0.181	0.414
DOCK8	NCKAP1L	9606.ENSP00000394888	9606.ENSP00000293373	0	0	0	0	0.371	0.089	0	0.312	0.571
DOCK8	IL17RA	9606.ENSP00000394888	9606.ENSP00000320936	0	0	0	0	0.164	0	0	0.373	0.454
DOCK8	RHOG	9606.ENSP00000394888	9606.ENSP00000339467	0	0	0	0	0.128	0.184	0	0.245	0.416
DOCK8	SYK	9606.ENSP00000394888	9606.ENSP00000364898	0	0	0	0	0.226	0	0	0.286	0.424
DOCK8	WIPF1	9606.ENSP00000394888	9606.ENSP00000376330	0	0	0	0	0.230	0	0	0.881	0.904
DOCK8	ITGB2	9606.ENSP00000394888	9606.ENSP00000380948	0	0	0	0	0.277	0	0	0.254	0.437
DOCK8	FYB1	9606.ENSP00000394888	9606.ENSP00000493623	0	0	0	0	0.401	0	0	0.223	0.514
DOCK8	PTPRC	9606.ENSP00000394888	9606.ENSP00000411355	0	0	0	0	0.421	0	0	0.261	0.554
DOK1	INPP5D	9606.ENSP00000233668	9606.ENSP00000405338	0	0	0	0	0.078	0.655	0	0.231	0.734
DPY19L4	TMTC2	9606.ENSP00000389630	9606.ENSP00000322300	0	0	0	0	0.126	0	0	0.401	0.454
DPY19L4	KCNH8	9606.ENSP00000389630	9606.ENSP00000328813	0	0	0	0	0	0	0	0.461	0.461
DPY19L4	TMTC4	9606.ENSP00000389630	9606.ENSP00000343871	0	0	0	0	0.168	0	0	0.447	0.520
DPYSL3	DPYSL5	9606.ENSP00000343690	9606.ENSP00000288699	0	0	0.068	0.945	0.062	0.838	0.400	0.075	0.907
DPYSL3	LDB3	9606.ENSP00000343690	9606.ENSP00000401437	0	0	0	0	0.043	0	0.540	0.072	0.555
DPYSL5	MOG	9606.ENSP00000288699	9606.ENSP00000366091	0	0	0	0	0.086	0	0	0.571	0.591
DPYSL5	SOX1	9606.ENSP00000288699	9606.ENSP00000330218	0	0	0	0	0.117	0	0	0.694	0.718
DSCAML1	NTN1	9606.ENSP00000315465	9606.ENSP00000173229	0	0	0	0	0.126	0.249	0	0.498	0.641
DSCAML1	FA2H	9606.ENSP00000315465	9606.ENSP00000219368	0	0	0	0	0.169	0	0	0.394	0.475
DSCAML1	SEMA6A	9606.ENSP00000315465	9606.ENSP00000257414	0	0	0	0	0.062	0.054	0	0.413	0.433
DSCAML1	VCAN	9606.ENSP00000315465	9606.ENSP00000265077	0	0	0	0	0	0.107	0	0.399	0.440
DSCAML1	PTPRZ1	9606.ENSP00000315465	9606.ENSP00000377047	0	0	0	0	0.117	0.069	0	0.352	0.421
EDEM2	MAN2A1	9606.ENSP00000363616	9606.ENSP00000261483	0	0	0	0	0.061	0	0	0.811	0.815
EDEM2	UAP1L1	9606.ENSP00000363616	9606.ENSP00000386935	0	0.550	0	0	0.049	0	0	0.065	0.565
EDIL3	ITGB5	9606.ENSP00000296591	9606.ENSP00000296181	0	0	0	0	0.051	0.422	0	0.091	0.458
EDIL3	TMC6	9606.ENSP00000296591	9606.ENSP00000465261	0	0	0	0	0	0.091	0	0.380	0.412
EDIL3	ITGB2	9606.ENSP00000296591	9606.ENSP00000380948	0	0	0	0	0.044	0	0	0.479	0.481
ELN	MCM5	9606.ENSP00000351807	9606.ENSP00000216122	0	0	0	0	0.080	0.596	0	0.303	0.718
ELN	MMP2	9606.ENSP00000351807	9606.ENSP00000219070	0	0	0	0	0.146	0	0	0.858	0.873
ELN	TGFB1	9606.ENSP00000351807	9606.ENSP00000221930	0	0	0	0	0.056	0	0	0.839	0.842
